Sponsor Entity ID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
7320,072122000,A New Leaf,80290,072122007,Alice Peterson Residence,>80%,12
7320,072122000,A New Leaf,7322,072122002,D Mitchell RES,*,*
7320,072122000,A New Leaf,80289,072122006,Larry Simmons Residence,>80%,11
4296,078604000,"Academy Of Excellence, Inc.",5461,078604101,Academy Of Excellence,>=98%,108
90878,078242000,"Academy of Mathematics and Science South, Inc.",92197,078242001,Academy of Mathematics and Science South,80-84%,145
79961,108713000,"Academy of Mathematics and Science, Inc.",79094,108713101,Academy of Math and Science,72%,379
4325,078701000,Acclaim Charter School,5496,078701101,ACCLAIM Academy,93%,431
79437,138760000,Acorn Montessori Charter School,79438,138760101,Acorn Montessori Charter School,74%,280
79437,138760000,Acorn Montessori Charter School,88180,138760102,"Acorn Montessori Charter School, Inc. - West",63%,212
80381,219101001,Adobe Mountain School,8327,211001001,Adobe Mountain School,>=99%,398
78768,112751000,Against Abuse,78771,112751003,A Casa de Paz,>=90%,35
78768,112751000,Against Abuse,78769,112751001,La Casita de Paz,>80%,16
4289,070516000,Agua Fria Union High School District,5454,070516201,Agua Fria High School,65%,1692
4289,070516000,Agua Fria Union High School District,79799,070516203,Desert Edge High School,50%,1632
4289,070516000,Agua Fria Union High School District,78926,070516202,Millennium High School,27%,2191
4289,070516000,Agua Fria Union High School District,87903,070516204,Verrado High School,28%,1731
4249,070363000,Aguila Elementary District,5187,070363101,Aguila Elementary School,90-94%,183
85875,078501000,"Ahwatukee Foothills Prep, Inc.",85881,078501001,Mosaica Preparatory Academy of Chandler,70-74%,184
4409,100215000,Ajo Unified District,5831,100215001,Ajo Elementary School,73%,443
4280,070468000,Alhambra Elementary District,5381,070468101,Alhambra Traditional School,50%,719
4280,070468000,Alhambra Elementary District,5382,070468102,Andalucia Middle School,97%,1149
4280,070468000,Alhambra Elementary District,5384,070468104,Barcelona Middle School,95%,724
4280,070468000,Alhambra Elementary District,6030,070468105,Carol G. Peck Elementary School,98%,661
4280,070468000,Alhambra Elementary District,5385,070468106,Catalina Ventura School,91%,1198
4280,070468000,Alhambra Elementary District,5386,070468107,Cordova Middle School,97%,959
4280,070468000,Alhambra Elementary District,6031,070468108,Cordova Primary School,98%,562
4280,070468000,Alhambra Elementary District,5387,070468109,Granada East School,96%,1192
4280,070468000,Alhambra Elementary District,5388,070468110,Granada Primary School,>=99%,1095
4280,070468000,Alhambra Elementary District,5383,070468103,James W. Rice Primary School,92%,1322
4280,070468000,Alhambra Elementary District,5389,070468111,Montebello School,97%,1434
4280,070468000,Alhambra Elementary District,5391,070468113,R E Simpson School,97%,884
4280,070468000,Alhambra Elementary District,5390,070468112,Sevilla Primary School,95%,1085
4280,070468000,Alhambra Elementary District,79203,070468115,Sevilla West School,95%,1206
4280,070468000,Alhambra Elementary District,5392,070468114,Westwood Primary School,98%,1090
79969,078967000,All Aboard Charter School,79970,078967101,All Aboard Charter School,80-84%,114
86569,072769000,"All My Children, Inc.",86572,072769001,All My Children #1 a Satellite Home,>80%,10
86569,072769000,"All My Children, Inc.",86574,072769002,All My Children #2 a Satellite Home,>80%,10
86569,072769000,"All My Children, Inc.",86575,072769003,All My Children #3 a Satellite Home,>80%,10
86569,072769000,"All My Children, Inc.",86576,072769004,All My Children #4 a Satellite Home,>80%,10
86569,072769000,"All My Children, Inc.",86577,072769005,All My Children #5 a Satellite Home,>80%,10
81031,108716000,Allsport Academy,79681,108716001,Allsport Academy,>=95%,53
4418,100351000,Altar Valley Elementary District,5859,100351103,Altar Valley Middle School,80%,350
4418,100351000,Altar Valley Elementary District,84336,100351100,Robles Elementary School,88%,440
79215,078989000,American Basic Schools LLC,78788,078989101,Burke Basic School,95%,884
80995,108794000,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,108794201,Alta Vista High School,84%,472
79883,118703000,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,118703001,Apache Trail High School,73%,209
79874,078950000,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,078950001,Crestview College Preparatory High School,87%,263
79872,078947000,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,078947001,Desert Hills High School,48%,334
79873,078948000,American Charter Schools Foundation d.b.a. Estrella High School,78900,078948001,Estrella High School,86%,381
79875,078951000,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,078951001,Peoria Accelerated High School,66%,579
80989,078983000,American Charter Schools Foundation d.b.a. South Pointe High School,80990,078983201,South Pointe High School,90%,541
88334,078517000,American Charter Schools Foundation d.b.a. South Ridge High School,88335,078517201,South Ridge High School,75%,568
79877,078953000,American Charter Schools Foundation d.b.a. Sun Valley High School,6347,078953001,Sun Valley High School,78%,717
79879,078956000,American Charter Schools Foundation d.b.a. West Phoenix High School,6348,078956001,West Phoenix High School,94%,597
9655,092001000,American Indian Christian Mission,80313,092001101,American Indian Christian Mission,>80%,15
4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,80%,1184
4406,100210000,Amphitheater Unified District,5805,100210166,Amphitheater Middle School,93%,629
4406,100210000,Amphitheater Unified District,5808,100210282,Canyon Del Oro High School,23%,1640
4406,100210000,Amphitheater Unified District,5802,100210118,Copper Creek Elementary School,21%,594
4406,100210000,Amphitheater Unified District,5799,100210115,Coronado K-8 School,41%,1000
4406,100210000,Amphitheater Unified District,5796,100210110,E C Nash School,97%,488
4406,100210000,Amphitheater Unified District,5794,100210108,Frances Owen Holaway Elementary School,90%,350
4406,100210000,Amphitheater Unified District,5795,100210109,Helen Keeling Elementary School,98%,485
4406,100210000,Amphitheater Unified District,79378,100210280,Ironwood Ridge High School,14%,1935
4406,100210000,Amphitheater Unified District,5797,100210111,L M Prince School,96%,671
4406,100210000,Amphitheater Unified District,5804,100210165,La Cima Middle School,80%,515
4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,35%,705
4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,66%,589
4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,52%,382
4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,40%,399
4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,11%,679
4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,17%,1258
4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,55-59%,81
4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,88%,497
4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,20%,503
4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,80%,297
4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,49%,1441
4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,63%,746
4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,65%,672
4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,77%,689
4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,50%,473
4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,69%,723
79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,>=98%,238
6378,078665000,"Arizona Academy of Science And Technology, Inc.",10755,078665001,Arizona Academy of Science and Technology,80-84%,135
79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,71%,768
79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),66%,896
79947,108709000,Arizona Community Development Corporation,91805,108709104,La Paloma Academy-South,85%,361
85749,078991000,Arizona Montessori Charter School at Anthem,85750,078991101,AMCS at Anthem dba Caurus Academy,22%,274
85749,078991000,Arizona Montessori Charter School at Anthem,92234,138755102,Canyon View Prep Academy,55-59%,140
85749,078991000,Arizona Montessori Charter School at Anthem,78816,138755101,Park View Middle School,60-64%,116
80077,014005000,Arizona Navajo Central Education Line Office,87926,014005005,Lukachukai Community School,95%,388
80126,104001000,Arizona South Education - Phoenix,80127,104001001,San Simon School,87%,255
80126,104001000,Arizona South Education - Phoenix,80454,104001002,Santa Rosa Boarding/Day School,90-94%,187
80126,104001000,Arizona South Education - Phoenix,80453,104001101,Tohono O'dham High School,90-94%,125
6393,001202000,Arizona State School for the Deaf and Blind,80462,001202058,ASDB/Child Nutrition Program - Closed,70-74%,197
4274,070447000,Arlington Elementary District,5354,070447101,Arlington Elementary School,87%,252
4187,020453000,Ash Creek Elementary District,4797,020453101,Ash Creek Elementary,70-79%,26
4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,56%,246
80380,219102200,ASPC - Tucson Minors Unit,8341,211002200,ASPC-Tucson,>=95%,53
4272,070444000,Avondale Elementary District,87619,070444111,Centerra Mirage,63%,608
4272,070444000,Avondale Elementary District,90028,070444110,Copper Trails,41%,990
4272,070444000,Avondale Elementary District,79670,070444107,Desert Star,59%,735
4272,070444000,Avondale Elementary District,79792,070444108,Desert Thunder,54%,635
4272,070444000,Avondale Elementary District,5348,070444103,Eliseo C. Felix School,89%,512
4272,070444000,Avondale Elementary District,5349,070444104,Lattie Coor,92%,1058
4272,070444000,Avondale Elementary District,5347,070444102,Michael Anderson,95%,816
4272,070444000,Avondale Elementary District,78924,070444106,Wildflower School,64%,551
4508,148757000,Az-Tec High School,6192,148757001,AZTEC High School,95-97%,166
4412,100240000,Baboquivari Unified School District #40,5847,100240204,Baboquivari High School,65%,287
4412,100240000,Baboquivari Unified School District #40,5844,100240101,Indian Oasis Elementary School,83%,632
4412,100240000,Baboquivari Unified School District #40,5845,100240102,Indian Oasis Intermediate School to Baboquivari Middle School - Closed,75%,238
90039,072785000,"Back To Life, Inc.",90040,072785001,Roanoke House,*,*
90039,072785000,"Back To Life, Inc.",90042,072785003,Sunset House,*,*
90039,072785000,"Back To Life, Inc.",90544,072785005,Unity House,>80%,10
4468,130220000,Bagdad Unified District,6088,130220101,Bagdad Elementary School,53%,313
4468,130220000,Bagdad Unified District,6089,130220202,Bagdad High School,40-44%,125
79204,078988000,Ball Charter Schools (Dobson),10729,078988102,"Dobson Academy, The - A Ball Charter School",32%,589
4294,078987000,Ball Charter Schools (Hearn),10730,078987103,"Hearn Academy, The - A Ball Charter School",54%,594
4268,070431000,Balsz Elementary District,5319,070431101,Balsz Elementary School,94%,850
4268,070431000,Balsz Elementary District,81141,070431105,Brunson-Lee Elementary School,91%,460
4268,070431000,Balsz Elementary District,5320,070431102,David Crockett Elementary School,96%,550
4268,070431000,Balsz Elementary District,5321,070431103,Griffith Elementary School,87%,815
4268,070431000,Balsz Elementary District,92301,070431106,Orangedale Early Learning Center,25-29%,108
4481,130326000,Beaver Creek Elementary District,6116,130326101,Beaver Creek School,90%,325
79983,078972000,"Bell Canyon Charter School, Inc",79507,078972101,Imagine Bell Canyon,64%,464
79226,020209000,Benson Unified School District,4799,020209201,Benson High School,41%,386
79226,020209000,Benson Unified School District,4794,020209102,Benson Middle School,57%,342
79226,020209000,Benson Unified School District,4793,020209101,Benson Primary School,60%,421
79226,020209000,Benson Unified School District,85879,020209701,San Pedro Valley High School,50-59%,36
4515,150576000,Bicentennial Union High School District,6203,150576201,Salome High School,75-79%,111
4169,020202000,Bisbee Unified District,4754,020202201,Bisbee High School,64%,359
4169,020202000,Bisbee Unified District,4752,020202103,Greenway Primary School,70%,308
4169,020202000,Bisbee Unified District,4753,020202105,Lowell School,69%,223
9688,093901000,Black Mesa Community School,80426,093901001,Black Mesa Community School,>=95%,41
91760,114002000,"Blackwater Community School, Inc.",91761,114002001,Blackwater Community School,72%,430
4397,090232000,Blue Ridge Unified District,5645,090232101,Blue Ridge Elementary School,55%,671
4397,090232000,Blue Ridge Unified District,5648,090232204,Blue Ridge High School,41%,783
4397,090232000,Blue Ridge Unified District,5647,090232103,Blue Ridge Jr High School,55%,397
4397,090232000,Blue Ridge Unified District,5646,090232102,Blue Ridge Middle School,58%,485
4224,050316000,Bonita Elementary District,4896,050316101,Bonita Elementary School,50-54%,102
4513,150426000,Bouse Elementary District,6201,150426101,Bouse Elementary School,85-89%,41
4171,020214000,Bowie Unified District,4758,020214100,Bowie Elementary School,90-94%,42
4171,020214000,Bowie Unified District,4759,020214200,Bowie High School,70-79%,16
4305,078613000,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,5470,078613101,Mesa Arts Academy,92%,237
4269,070433000,Buckeye Elementary District,81110,070433102,Bales Elementary School,76%,808
4269,070433000,Buckeye Elementary District,87473,070433109,Buckeye Elementary School,82%,954
4269,070433000,Buckeye Elementary District,90341,070433107,Inca Elementary School,65%,807
4269,070433000,Buckeye Elementary District,89572,070433104,Steven R. Jasinski Elementary School,71%,960
4269,070433000,Buckeye Elementary District,87471,070433105,Sundance Elementary,73%,825
4269,070433000,Buckeye Elementary District,88398,070433103,Westpark Elementary School,66%,711
4284,070501000,Buckeye Union High School District,5424,070501701,Buckeye Union High School,68%,1314
4284,070501000,Buckeye Union High School District,79376,070501202,Estrella Foothills High School,35%,1005
4284,070501000,Buckeye Union High School District,89573,070501704,Youngker High School,52%,1815
4378,080415000,Bullhead City School District,5587,080415130,Bullhead City Jr High School,87%,498
4378,080415000,Bullhead City School District,5583,080415103,Coyote Canyon School,93%,606
4378,080415000,Bullhead City School District,5584,080415105,Desert Valley School,87%,515
4378,080415000,Bullhead City School District,5585,080415107,Diamondback Elementary School,70%,548
4378,080415000,Bullhead City School District,6048,080415110,Fox Creek Jr High School,63%,542
4378,080415000,Bullhead City School District,79655,080415104,Sunrise Elementary,79%,449
90328,078565000,"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",88290,078565001,Learning Foundation and Performing Arts Alta Mesa,66%,271
90327,078564000,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",88289,078564001,Learning Foundation and Performing Arts Gilbert,37%,212
90327,078564000,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",92235,078564002,Learning Foundation and Performing Arts Warner,45%,346
79971,098749000,"CAFA, Inc. dba Learning Foundation Performing Arts School",81102,098749002,Learning Foundation,80-84%,199
79055,078909000,Calibre Academy,91172,078909104,Calibre Academy of Glendale,85-89%,133
79055,078909000,Calibre Academy,80463,078909102,Calibre Academy Surprise,50%,517
79905,078959000,"Camelback Education, Inc",79906,078959001,Camelback Academy,97%,522
4470,130228000,Camp Verde Unified District,6098,130228101,Camp Verde Elementary School,79%,759
4470,130228000,Camp Verde Unified District,6100,130228203,Camp Verde High School,58%,421
4470,130228000,Camp Verde Unified District,6099,130228102,Camp Verde Middle School,73%,324
4484,130350000,Canon Elementary District,6119,130350101,Canon School,70-74%,134
4400,098745000,"Career Development, Inc.",5652,098745204,Northern AZ Academy for Career Dev. - Taylor,>=95%,61
4400,098745000,"Career Development, Inc.",5650,098745201,Northern AZ Academy for Career Dev. - Winslow,85-89%,41
4282,070483000,Cartwright Elementary District,79283,070483122,Bret R. Tarver,91%,950
4282,070483000,Cartwright Elementary District,5408,070483111,Cartwright Early Childhood Center - Closed,>=98%,280
4282,070483000,Cartwright Elementary District,5398,070483101,Cartwright School,92%,867
4282,070483000,Cartwright Elementary District,5405,070483108,Charles W. Harris School,67%,1187
4282,070483000,Cartwright Elementary District,5406,070483109,Desert Sands Middle School,86%,1121
4282,070483000,Cartwright Elementary District,5411,070483114,Estrella Middle School,84%,1317
4282,070483000,Cartwright Elementary District,5407,070483110,Frank Borman School,87%,1109
4282,070483000,Cartwright Elementary District,6032,070483120,G. Frank Davidson,88%,939
4282,070483000,Cartwright Elementary District,5399,070483102,Glenn L. Downs School,96%,770
4282,070483000,Cartwright Elementary District,5409,070483112,Heatherbrae School,92%,749
4282,070483000,Cartwright Elementary District,5402,070483105,Holiday Park School,89%,803
4282,070483000,Cartwright Elementary District,5400,070483103,John F. Long,92%,886
4282,070483000,Cartwright Elementary District,5401,070483104,Justine Spitalny School,92%,670
4282,070483000,Cartwright Elementary District,81109,070483123,Manuel Pena Jr. School,87%,897
4282,070483000,Cartwright Elementary District,78980,070483121,Marc T. Atkinson Middle School,86%,1403
4282,070483000,Cartwright Elementary District,5412,070483115,Palm Lane,92%,958
4282,070483000,Cartwright Elementary District,5413,070483116,Peralta School,88%,927
4282,070483000,Cartwright Elementary District,89955,070483129,Raul H. Castro Middle School,94%,911
4282,070483000,Cartwright Elementary District,80352,079083593,St. Vincent de Paul,86%,558
4282,070483000,Cartwright Elementary District,5404,070483107,Starlight Park School,85%,934
4282,070483000,Cartwright Elementary District,5403,070483106,Sunset School,88%,697
4282,070483000,Cartwright Elementary District,5415,070483118,Tomahawk School,72%,997
80246,114001000,Casa Blanca Community School,80247,114001001,Casa Blanca Elementary School,90%,320
79389,102261000,Casa de los Ninos,80314,102261002,Casa de los Ninos,>=95%,76
4446,110404000,Casa Grande Elementary District,79692,110404110,Cactus Middle School,64%,959
4446,110404000,Casa Grande Elementary District,5934,110404106,Casa Grande Middle School,88%,661
4446,110404000,Casa Grande Elementary District,5935,110404107,Cholla Elementary School,70%,447
4446,110404000,Casa Grande Elementary District,5929,110404101,Cottonwood Elementary School,89%,469
4446,110404000,Casa Grande Elementary District,87948,110404130,Desert Willow Elementary School,63%,582
4446,110404000,Casa Grande Elementary District,5930,110404102,Evergreen Elementary School,83%,457
4446,110404000,Casa Grande Elementary District,5936,110404108,Ironwood School,59%,502
4446,110404000,Casa Grande Elementary District,89578,110404132,McCartney Ranch Elementary School,63%,717
4446,110404000,Casa Grande Elementary District,5937,110404109,Mesquite Elementary School,81%,481
4446,110404000,Casa Grande Elementary District,5932,110404104,Palo Verde School,92%,460
4446,110404000,Casa Grande Elementary District,5933,110404105,Saguaro Elementary School,87%,543
4446,110404000,Casa Grande Elementary District,89579,110404131,Villago Middle School,68%,829
4453,110502000,Casa Grande Union High School District,5948,110502001,Casa Grande Union High School,57%,1494
4453,110502000,Casa Grande Union High School District,79658,110502701,Casa Verde High School,55-59%,127
4453,110502000,Casa Grande Union High School District,5950,110502003,Desert Winds High School,63%,332
4453,110502000,Casa Grande Union High School District,90084,110502004,Vista Grande High School,64%,1801
4410,100216000,Catalina Foothills Unified District,5835,100216104,Canyon View Elementary School,13%,440
4410,100216000,Catalina Foothills Unified District,5839,100216206,Catalina Foothills High School,9%,1673
4410,100216000,Catalina Foothills Unified District,5837,100216107,Esperero Canyon Middle School,12%,574
4410,100216000,Catalina Foothills Unified District,5833,100216102,Manzanita School,8%,662
4410,100216000,Catalina Foothills Unified District,5834,100216103,Orange Grove Middle School,13%,607
4410,100216000,Catalina Foothills Unified District,5832,100216101,Sunrise Drive Elementary School,15%,545
4410,100216000,Catalina Foothills Unified District,5838,100216108,Ventana Vista Elementary School,13%,457
80292,102702000,Catholic Community School,80293,102702001,Catholic Community School,*,*
4244,070293000,Cave Creek Unified District,5134,070293102,Black Mountain Elementary School,11%,485
4244,070293000,Cave Creek Unified District,5137,070293204,Cactus Shadows High School,9%,1719
4244,070293000,Cave Creek Unified District,5136,070293706,Desert Sun Academy,13%,446
4244,070293000,Cave Creek Unified District,78912,070293705,Desert Willow Elementary School,8%,678
4244,070293000,Cave Creek Unified District,87477,070293708,Horseshoe Trails Elementary School,9%,668
4244,070293000,Cave Creek Unified District,80056,070293707,Lone Mountain Elementary School,9%,597
4244,070293000,Cave Creek Unified District,78911,070293101,Sonoran Trails Middle School,10%,817
4395,090225000,Cedar Unified District,5638,090225001,Jeddito School,>=98%,165
4191,028750000,"Center for Academic Success, Inc.",85876,028750204,Center for Academic Success #4,94%,248
4191,028750000,"Center for Academic Success, Inc.",85877,028750205,Center for Academic Success #5,72%,306
4191,028750000,"Center for Academic Success, Inc.",4801,028750201,"Center for Academic Success, The #1",65-69%,99
4191,028750000,"Center for Academic Success, Inc.",4802,028750202,"Center for Academic Success, The #2",95-97%,111
4191,028750000,"Center for Academic Success, Inc.",79039,028750203,"Center for Academic Success, The #3",92%,325
4191,028750000,"Center for Academic Success, Inc.",91204,078784104,Liberty Traditional Charter School - Saddleback,80-84%,166
4191,028750000,"Center for Academic Success, Inc.",5880,108744208,PPEP TEC - Colin L. Powell Learning Center,65-69%,79
4191,028750000,"Center for Academic Success, Inc.",5877,108744205,PPEP TEC - Raul H. Castro Learning Center,80-84%,166
90140,078550000,"Challenge Foundation Academies of Arizona, Inc.",90141,078550001,Pioneer Preparatory - A Challenge Foundation,78%,1002
6362,078772000,"Challenge School, Inc.",5555,078772001,Challenge Charter School,20%,599
4242,070280000,Chandler Unified District #80,5117,070280112,Anna Marie Jacobson  Elementary School,18%,919
4242,070280000,Chandler Unified District #80,89591,070280243,Arizona College Prep Erie Campus,10%,437
4242,070280000,Chandler Unified District #80,90302,070280145,Arizona College Prep Oakland Campus,13%,470
4242,070280000,Chandler Unified District #80,85838,070280135,Audrey & Robert Ryan Elementary,9%,822
4242,070280000,Chandler Unified District #80,79247,070280129,Basha Elementary,20%,830
4242,070280000,Chandler Unified District #80,79633,070280203,Basha High School,19%,2607
4242,070280000,Chandler Unified District #80,5125,070280120,Bogle Junior High School,29%,1233
4242,070280000,Chandler Unified District #80,5127,070280202,Chandler High School,45%,3201
4242,070280000,Chandler Unified District #80,5119,070280114,Chandler Traditional Academy - Goodman,21%,726
4242,070280000,Chandler Unified District #80,88404,070280136,Chandler Traditional Academy - Independence,5%,876
4242,070280000,Chandler Unified District #80,80102,070280133,Chandler Traditional Academy - Liberty Campus,16%,740
4242,070280000,Chandler Unified District #80,85837,070280134,Chandler Traditional Academy-Freedom,13%,889
4242,070280000,Chandler Unified District #80,5122,070280117,Chandler Traditional Academy-Humphrey,55%,534
4242,070280000,Chandler Unified District #80,89926,070280140,Charlotte Patterson Elementary,18%,952
4242,070280000,Chandler Unified District #80,5126,070280122,Dr Howard K Conley Elementary School,52%,812
4242,070280000,Chandler Unified District #80,5116,070280111,Frye Elementary School,87%,739
4242,070280000,Chandler Unified District #80,5113,070280107,Galveston Elementary School,94%,821
4242,070280000,Chandler Unified District #80,89925,070280141,Haley Elementary,14%,838
4242,070280000,Chandler Unified District #80,6015,070280223,Hamilton High School,25%,3729
4242,070280000,Chandler Unified District #80,5114,070280108,Hartford Sylvia Encinas Elementary,94%,831
4242,070280000,Chandler Unified District #80,89590,070280138,Ira A. Fulton Elementary,11%,983
4242,070280000,Chandler Unified District #80,79653,070280130,Jane D. Hull Elementary,21%,817
4242,070280000,Chandler Unified District #80,91794,070280142,John & Carol Carlson Elementary,8%,737
4242,070280000,Chandler Unified District #80,5121,070280116,John M Andersen Elementary School,56%,626
4242,070280000,Chandler Unified District #80,5123,070280118,John M Andersen Jr High School,59%,977
4242,070280000,Chandler Unified District #80,90027,070280244,Ken 'Chief' Hill Learning Academy,72%,220
4242,070280000,Chandler Unified District #80,5115,070280109,Knox Gifted Academy,29%,655
4242,070280000,Chandler Unified District #80,79636,070280132,Navarrete Elementary,22%,909
4242,070280000,Chandler Unified District #80,89613,070280228,Perry High School,14%,2885
4242,070280000,Chandler Unified District #80,89589,070280139,Riggs Elementary,14%,1045
4242,070280000,Chandler Unified District #80,6014,070280127,Robert and Danell Tarwater Elementary,18%,870
4242,070280000,Chandler Unified District #80,6013,070280124,Rudy G Bologna Elementary,69%,736
4242,070280000,Chandler Unified District #80,5111,070280105,San Marcos Elementary School,91%,621
4242,070280000,Chandler Unified District #80,5118,070280113,Sanborn Elementary School,51%,775
4242,070280000,Chandler Unified District #80,87679,070280137,Santan Elementary,9%,962
4242,070280000,Chandler Unified District #80,79634,070280121,Santan Junior High School,16%,1303
4242,070280000,Chandler Unified District #80,5124,070280119,Shumway Elementary School,59%,614
4242,070280000,Chandler Unified District #80,79635,070280131,T. Dale Hancock Elementary School,35%,890
4242,070280000,Chandler Unified District #80,5120,070280115,Weinberg Elementary School,23%,828
4242,070280000,Chandler Unified District #80,87519,070280110,Willie & Coy Payne Jr. High,14%,1458
4242,070280000,Chandler Unified District #80,5110,070280104,Willis Junior High School,62%,959
80242,094006000,Chilchinbeto Community School,80378,033904009,Chilchinbeto Community School,90-94%,127
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84333,072708002,Mahnah Wing a Satellite Home,>=90%,27
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84334,072708003,Theresa Wing a Satellite Home,>80%,15
4158,010224000,Chinle Unified District,4733,010224155,Canyon De Chelly Elementary School,86%,396
4158,010224000,Chinle Unified District,4732,010224150,Chinle Elementary School,81%,445
4158,010224000,Chinle Unified District,4737,010224240,Chinle High School,75%,994
4158,010224000,Chinle Unified District,4731,010224145,Chinle Junior High School,80%,425
4158,010224000,Chinle Unified District,4734,010224160,Many Farms Elementary School,72%,445
4158,010224000,Chinle Unified District,4736,010224170,Mesa View Elementary,80%,454
4158,010224000,Chinle Unified District,4735,010224165,Tsaile Elementary School,81%,409
4474,130251000,Chino Valley Unified District,6110,130251203,Chino Valley High School,51%,765
4474,130251000,Chino Valley Unified District,6108,130251101,Del Rio Elementary School,65%,695
4474,130251000,Chino Valley Unified District,6109,130251102,Heritage Middle School,59%,704
4474,130251000,Chino Valley Unified District,78928,130251103,Territorial Elementary School,75-79%,164
90138,078549000,"Choice Academies, Inc.",90139,078549001,Adams Traditional Academy,11%,1079
5186,078995000,Cholla Academy,10801,078995001,Westland School,90%,254
80415,093916000,"Cibecue Community School, Inc.",80416,104001005,Cibecue,84%,436
4486,130403000,Clarkdale-Jerome Elementary District,6122,130403101,Clarkdale-Jerome Elementary School,54%,473
4229,060203000,Clifton Unified District,4905,060203202,Clifton High School,>=90%,37
4229,060203000,Clifton Unified District,4904,060203101,Laugharn Elementary School,75-79%,52
81027,028701000,Cochise Community Development Corporation,81028,028701001,The Berean Schools,57%,390
79462,211012000,Cochise County Juvenile Detention,79466,211012001,AOC-Cochise County Juvenile Dentention Centre,>80%,16
4177,020326000,Cochise Elementary District,4785,020326101,Cochise Elementary School,50-54%,81
79464,211013000,Coconino County Juvenile Detention,79526,211013001,AOC-Coconino County Juvenile Detention Center,90-94%,65
91773,108909000,"Collaborative Pathways, Inc.",10733,108909001,Arizona College Prep Academy,65-69%,119
4370,080214000,Colorado City Unified District,5567,080214101,El Capitan Public School,89%,558
4381,080502000,Colorado River Union High School District,5592,080502001,Mohave High School,59%,1310
4381,080502000,Colorado River Union High School District,5593,080502002,River Valley High School,51%,766
4160,010306000,Concho Elementary District,4742,010306101,Concho Elementary School,85-89%,198
89556,078530000,"Concordia Charter School, Inc.",89557,078530101,Concordia Charter School,95-97%,112
89556,078530000,"Concordia Charter School, Inc.",90776,078530103,Concordia Charter School- Navajo Mission,>=90%,32
4479,130317000,Congress Elementary District,6114,130317001,Congress Elementary School,70-74%,117
4416,100339000,Continental Elementary District,5855,100339001,Continental Elementary School,43%,575
4442,110221000,Coolidge Unified District,5916,110221007,Coolidge High School,66%,750
4442,110221000,Coolidge Unified District,89577,110221010,Heartland Ranch Elementary School,81%,506
4442,110221000,Coolidge Unified District,5914,110221005,HoHoKam Middle School,78%,543
4442,110221000,Coolidge Unified District,88427,110221009,Mountain Vista Middle School,58%,410
4442,110221000,Coolidge Unified District,89907,110221011,San Tan Foothills High School,52%,685
4442,110221000,Coolidge Unified District,80440,110221008,San Tan Heights Elementary,57%,904
4442,110221000,Coolidge Unified District,5911,110221001,West Elementary School,79%,701
79077,078994000,"Cornerstone Charter School,Inc",79099,078994001,Cornerstone Charter School,96%,227
79988,078975000,"Cortez Park Charter Middle School, Inc.",79989,078975101,Imagine Cortez Park Middle,92%,233
6570,014305000,Cottonwood Day School,6571,014305001,Cottonwood Day School,91%,242
4487,130406000,Cottonwood-Oak Creek Elementary District,6123,130406101,Cottonwood Elementary School,74%,477
